"","sim_type","mean_comm","case","day"
"1309","Lockdown-Travel Surge2",2.76,50,38
"1310","Lockdown-Travel Surge3",2.96,50,38
"1311","Control",6.46,50,39
"1312","Lockdown-No Surge",2.42,50,39
"1313","Lockdown-Travel Surge2",3.08,50,39
"1314","Lockdown-Travel Surge3",3.36,50,39
"1315","Control",6.9,50,40
"1316","Lockdown-No Surge",2.86,50,40
"1317","Lockdown-Travel Surge2",3.44,50,40
"1318","Lockdown-Travel Surge3",4.02,50,40
"1319","Control",7.48,50,41
"1320","Lockdown-No Surge",3.24,50,41
"1321","Lockdown-Travel Surge2",3.76,50,41
"1322","Lockdown-Travel Surge3",4.6,50,41
"1323","Control",8.32,50,42
"1324","Lockdown-No Surge",3.78,50,42
"1325","Lockdown-Travel Surge2",4.24,50,42
"1326","Lockdown-Travel Surge3",5.14,50,42
"1327","Control",9.12,50,43
"1328","Lockdown-No Surge",4.3,50,43
"1329","Lockdown-Travel Surge2",4.78,50,43
"1330","Lockdown-Travel Surge3",5.64,50,43
"1331","Control",10.32,50,44
"1332","Lockdown-No Surge",4.82,50,44
"1333","Lockdown-Travel Surge2",5.32,50,44
"1334","Lockdown-Travel Surge3",6.08,50,44
"1335","Control",11.2,50,45
"1336","Lockdown-No Surge",5.46,50,45
"1337","Lockdown-Travel Surge2",5.88,50,45
"1338","Lockdown-Travel Surge3",6.6,50,45
"1339","Control",12.28,50,46
"1340","Lockdown-No Surge",6.04,50,46
"1341","Lockdown-Travel Surge2",6.44,50,46
"1342","Lockdown-Travel Surge3",7.18,50,46
"1343","Control",13.66,50,47
"1344","Lockdown-No Surge",6.82,50,47
"1345","Lockdown-Travel Surge2",7.1,50,47
"1346","Lockdown-Travel Surge3",8.06,50,47
"1347","Control",15.28,50,48
"1348","Lockdown-No Surge",7.32,50,48
"1349","Lockdown-Travel Surge2",7.7,50,48
"1350","Lockdown-Travel Surge3",8.66,50,48
"1351","Control",16.6,50,49
"1352","Lockdown-No Surge",8.06,50,49
"1353","Lockdown-Travel Surge2",8.44,50,49
"1354","Lockdown-Travel Surge3",9.78,50,49
"1355","Control",18.4,50,50
"1356","Lockdown-No Surge",9.06,50,50
"1357","Lockdown-Travel Surge2",9.26,50,50
"1358","Lockdown-Travel Surge3",10.58,50,50
"1359","Control",19.82,50,51
"1360","Lockdown-No Surge",9.96,50,51
"1361","Lockdown-Travel Surge2",10.2,50,51
"1362","Lockdown-Travel Surge3",11.56,50,51
"1363","Control",21.68,50,52
"1364","Lockdown-No Surge",10.76,50,52
"1365","Lockdown-Travel Surge2",11,50,52
"1366","Lockdown-Travel Surge3",12.52,50,52
"1367","Control",23.34,50,53
"1368","Lockdown-No Surge",11.58,50,53
"1369","Lockdown-Travel Surge2",11.92,50,53
"1370","Lockdown-Travel Surge3",13.52,50,53
"1371","Control",24.76,50,54
"1372","Lockdown-No Surge",12.8,50,54
"1373","Lockdown-Travel Surge2",13.08,50,54
"1374","Lockdown-Travel Surge3",14.52,50,54
"1375","Control",26.42,50,55
"1376","Lockdown-No Surge",13.52,50,55
"1377","Lockdown-Travel Surge2",13.96,50,55
"1378","Lockdown-Travel Surge3",15.4,50,55
"1379","Control",27.9,50,56
"1380","Lockdown-No Surge",14.62,50,56
"1381","Lockdown-Travel Surge2",14.86,50,56
"1382","Lockdown-Travel Surge3",16.32,50,56
"1383","Control",29.54,50,57
"1384","Lockdown-No Surge",15.7,50,57
"1385","Lockdown-Travel Surge2",15.84,50,57
"1386","Lockdown-Travel Surge3",17.48,50,57
"1387","Control",31.36,50,58
"1388","Lockdown-No Surge",16.98,50,58
"1389","Lockdown-Travel Surge2",17.16,50,58
"1390","Lockdown-Travel Surge3",18.68,50,58
"1391","Control",32.96,50,59
"1392","Lockdown-No Surge",18,50,59
"1393","Lockdown-Travel Surge2",18.18,50,59
"1394","Lockdown-Travel Surge3",19.82,50,59
"1395","Control",34.5,50,60
"1396","Lockdown-No Surge",19.14,50,60
"1397","Lockdown-Travel Surge2",19.1,50,60
"1398","Lockdown-Travel Surge3",21.34,50,60
